date,portfolio_value,cash,holdings,price,in_position,daily_return,cumulative_return,buy_hold_value
2025-03-23 00:00:00,10000.0,10000.0,0.0,83793.31,0,0.0,0.0,8889.448961284277
2025-03-24 00:00:00,10000.0,10000.0,0.0,85787.71,0,0.0,0.0,9101.03056265081
2025-03-25 00:00:00,10000.0,10000.0,0.0,87327.73,0,0.0,0.0,9264.407976624381
2025-03-26 00:00:00,10000.0,10000.0,0.0,87520.58,0,0.0,0.0,9284.86745916751
2025-03-27 00:00:00,10000.0,10000.0,0.0,86960.86,0,0.0,0.0,9225.487100161352
2025-03-28 00:00:00,10000.0,10000.0,0.0,87227.27,0,0.0,0.0,9253.750594624176
2025-03-29 00:00:00,10000.0,10000.0,0.0,84359.47,0,0.0,0.0,8949.511703308968
2025-03-30 00:00:00,10000.0,10000.0,0.0,82679.17,0,0.0,0.0,8771.252709408536
2025-03-31 00:00:00,10000.0,10000.0,0.0,82356.38,0,0.0,0.0,8737.008470830973
2025-04-01 00:00:00,10000.0,10000.0,0.0,82514.09,0,0.0,0.0,8753.739849724012
2025-04-02 00:00:00,10000.0,10000.0,0.0,85237.59,0,0.0,0.0,9042.669370443366
2025-04-03 00:00:00,10000.0,10000.0,0.0,82526.42,0,0.0,0.0,8755.047753201712
2025-04-04 00:00:00,10000.0,10000.0,0.0,83163.99,0,0.0,0.0,8822.685675252525
2025-04-05 00:00:00,10000.0,10000.0,0.0,83852.01,0,0.0,0.0,8895.676221788757
2025-04-06 00:00:00,10000.0,10000.0,0.0,83595.89,0,0.0,0.0,8868.50478245021
2025-04-07 00:00:00,10000.0,10000.0,0.0,78211.48,0,0.0,0.0,8297.28535114046
2025-04-08 00:00:00,10000.0,10000.0,0.0,79179.29,0,0.0,0.0,8399.958059312947
2025-04-09 00:00:00,10000.0,10000.0,0.0,76329.09,0,0.0,0.0,8097.586368060675
2025-04-10 00:00:00,10000.0,10000.0,0.0,82622.17,0,0.0,0.0,8765.205464402574
2025-04-11 00:00:00,10000.0,10000.0,0.0,79596.36,0,0.0,0.0,8444.203579436784
2025-04-12 00:00:00,10000.0,10000.0,0.0,83439.29,0,0.0,0.0,8851.891714894755
2025-04-13 00:00:00,10000.0,10000.0,0.0,85305.1,0,0.0,0.0,9049.831324698645
2025-04-14 00:00:00,10000.0,10000.0,0.0,83600.82,0,0.0,0.0,8869.028283248523
2025-04-15 00:00:00,10000.0,10000.0,0.0,84523.45,0,0.0,0.0,8966.908337062914
2025-04-16 00:00:00,10000.0,10000.0,0.0,83656.49,0,0.0,0.0,8874.93444521541
2025-04-17 00:00:00,10000.0,10000.0,0.0,84105.78,0,0.0,0.0,8922.59831396791
2025-04-18 00:00:00,10000.0,10000.0,0.0,84930.91,0,0.0,0.0,9010.134462517224
2025-04-19 00:00:00,10000.0,10000.0,0.0,84433.75,0,0.0,0.0,8957.392014060959
2025-04-20 00:00:00,10000.0,10000.0,0.0,85126.66,0,0.0,0.0,9030.90156242085
2025-04-21 00:00:00,10000.0,10000.0,0.0,85073.17,0,0.0,0.0,9025.226183206101
2025-04-22 00:00:00,10000.0,10000.0,0.0,87452.05,0,0.0,0.0,9277.596526631261
2025-04-23 00:00:00,10000.0,10000.0,0.0,93576.17,0,0.0,0.0,9927.290915094352
2025-04-24 00:00:00,10000.0,10000.0,0.0,93605.45,0,0.0,0.0,9930.397847700053
2025-04-25 00:00:00,10000.0,10000.0,0.0,93872.81,0,0.0,0.0,9958.761689429915
2025-04-26 00:00:00,9990.0,0.0,0.10541,94773.11,1,-0.0010000000000000009,-0.0010000000000000009,10054.272312946741
2025-04-27 00:00:00,9976.4,0.0,0.10541,94644.07,1,-0.0013613613613614461,-0.0023600000000001398,10040.582143551917
2025-04-28 00:00:00,9878.52,9878.52,0.0,93809.34,0,-0.009811154324205096,-0.012148000000000159,9952.027615936615
2025-04-29 00:00:00,9878.52,9878.52,0.0,95030.61,0,0.0,-0.012148000000000159,10081.589336177927
2025-04-30 00:00:00,9868.64,0.0,0.1047,94256.36,1,-0.0010001498200136183,-0.013136000000000259,9999.451165067392
2025-05-01 00:00:00,9866.48,0.0,0.1047,94235.75,1,-0.0002188751438900738,-0.013352000000000142,9997.265103365173
2025-05-02 00:00:00,10095.9,0.0,0.1047,96426.95,1,0.023252466938563643,0.009589999999999765,10229.723864180982
2025-05-03 00:00:00,10140.78,0.0,0.1047,96855.57,1,0.004445368912132652,0.014077999999999813,10275.19553206445
2025-05-04 00:00:00,10043.13,0.0,0.1047,95922.87,1,-0.00962943678888617,0.004312999999999789,10176.247458338323
2025-05-05 00:00:00,9866.12,9866.12,0.0,94326.62,0,-0.017624983446395515,-0.013388000000000067,10006.905003338004
2025-05-06 00:00:00,9866.12,9866.12,0.0,94758.82,0,0.0,-0.013388000000000067,10052.756498865809
2025-05-07 00:00:00,9856.26,0.0,0.101764,96854.53,1,-0.0009993796953615686,-0.014374000000000109,10275.085609574951
2025-05-08 00:00:00,9873.76,0.0,0.101764,97026.49,1,0.0017755213437957718,-0.01262400000000008,10293.328659128882
2025-05-09 00:00:00,10489.4,0.0,0.101764,103076.28,1,0.062351120545769634,0.04893999999999976,10935.136786109064
2025-05-10 00:00:00,10477.83,0.0,0.101764,102962.54,1,-0.001103018285125934,0.04778299999999969,10923.070878124227
2025-05-11 00:00:00,10647.6,0.0,0.101764,104630.88,1,0.016202782446365305,0.0647599999999997,11100.061299537825
2025-05-12 00:00:00,10572.22,10572.22,0.0,103994.06,0,-0.0070795296592660595,0.05722199999999966,11032.502703436907
2025-05-13 00:00:00,10561.64,0.0,0.102663,102876.83,1,-0.001000735890853588,0.05616399999999966,10913.978088550743
2025-05-14 00:00:00,10695.89,0.0,0.102663,104184.49,1,0.012711094110384291,0.06958899999999968,11052.70487607008
2025-05-15 00:00:00,10635.32,0.0,0.102663,103594.43,1,-0.005662922861024211,0.0635319999999997,10990.106207889816
2025-05-16 00:00:00,10647.06,0.0,0.102663,103708.85,1,0.0011038689950091385,0.06470599999999971,11002.245371114834
2025-05-17 00:00:00,10631.37,0.0,0.102663,103556.03,1,-0.0014736462460057664,0.063137,10986.033410650516
2025-05-18 00:00:00,10596.09,0.0,0.102663,103212.36,1,-0.0033184810612367777,0.05960900000000002,10949.57420077746
2025-05-19 00:00:00,10874.54,10874.54,0.0,106030.64,0,0.026278561242873533,0.08745399999999992,11248.558607099998
2025-05-20 00:00:00,10863.66,0.0,0.102847,105629.42,1,-0.0010005020902034145,0.08636599999999994,11205.993854907612
2025-05-21 00:00:00,10982.69,0.0,0.102847,106786.72,1,0.010956712562801174,0.09826899999999994,11328.76972315349
2025-05-22 00:00:00,11278.8,0.0,0.102847,109665.86,1,0.026961518535076445,0.12787999999999977,11634.211791661322
2025-05-23 00:00:00,11473.64,0.0,0.102847,111560.36,1,0.017274887399368666,0.1473639999999996,11835.194436893382
2025-05-24 00:00:00,11026.91,0.0,0.102847,107216.67,1,-0.03893533351229428,0.10269099999999964,11374.38203151472
2025-05-25 00:00:00,11090.13,0.0,0.102847,107831.36,1,0.005733247120000007,0.10901299999999958,11439.593699139026
2025-05-26 00:00:00,11184.91,11184.91,0.0,108861.81,0,0.008546338050140045,0.11849099999999946,11548.911530317426
2025-05-27 00:00:00,11173.72,0.0,0.102157,109377.72,1,-0.0010004550774213028,0.11737199999999937,11603.642738213735
2025-05-28 00:00:00,11130.99,11130.99,0.0,109068.46,0,-0.003824151670168918,0.1130989999999994,11570.834213440592
2025-05-29 00:00:00,11119.86,0.0,0.103116,107838.18,1,-0.0009999110591240035,0.11198599999999947,11440.317278205739
2025-05-30 00:00:00,10904.06,0.0,0.103116,105745.42,1,-0.01940671914934189,0.09040599999999932,11218.300126160288
2025-05-31 00:00:00,10725.21,0.0,0.103116,104010.92,1,-0.016402147457002303,0.07252099999999917,11034.291126048758
2025-06-01 00:00:00,10794.97,0.0,0.103116,104687.51,1,0.0065043015474754995,0.07949699999999904,11106.068854073683
2025-06-02 00:00:00,10889.51,10889.51,0.0,105710.01,0,0.008757782559840388,0.08895099999999911,11214.543486068005
2025-06-03 00:00:00,10889.51,10889.51,0.0,105884.74,0,0.0,0.08895099999999911,11233.080920021352
2025-06-04 00:00:00,10889.51,10889.51,0.0,105434.48,0,0.0,0.08895099999999911,11185.313271111503
2025-06-05 00:00:00,10889.51,10889.51,0.0,104812.92,0,0.0,0.08895099999999911,11119.373410624547
2025-06-06 00:00:00,10889.51,10889.51,0.0,101650.74,0,0.0,0.08895099999999911,10783.904702643727
2025-06-07 00:00:00,10889.51,10889.51,0.0,104409.75,0,0.0,0.08895099999999911,11076.602141480107
2025-06-08 00:00:00,10889.51,10889.51,0.0,105681.45,0,0.0,0.08895099999999911,11211.514538502179
2025-06-09 00:00:00,10889.51,10889.51,0.0,105692.25,0,0.0,0.08895099999999911,11212.659522302694
2025-06-10 00:00:00,10889.51,10889.51,0.0,110261.57,0,0.0,0.08895099999999911,11697.409484837293
2025-06-11 00:00:00,10878.62,0.0,0.098706,110212.73,1,-0.0010000449974332248,0.08786199999999922,11692.227907909337
2025-06-12 00:00:00,10727.33,0.0,0.098706,108679.98,1,-0.013907094833719769,0.07273299999999927,11529.621128358214
2025-06-13 00:00:00,10460.75,0.0,0.098706,105979.23,1,-0.024850545289461623,0.0460749999999992,11243.10477478749
2025-06-14 00:00:00,10467.3,0.0,0.098706,106045.56,1,0.0006261501326385588,0.04672999999999905,11250.14215073677
2025-06-15 00:00:00,10411.76,0.0,0.098706,105482.91,1,-0.005306048360130933,0.04117599999999921,11190.45096231674
2025-06-16 00:00:00,10408.41,10408.41,0.0,105554.49,0,-0.00032175155785385545,0.04084099999999924,11198.04554646489
2025-06-17 00:00:00,10408.41,10408.41,0.0,106951.27,0,0.0,0.04084099999999924,11346.226691527247
2025-06-18 00:00:00,10398.0,0.0,0.099328,104683.42,1,-0.0010001527610845606,0.03979999999999917,11105.635736674933
2025-06-19 00:00:00,10391.5,10391.5,0.0,104722.7,0,-0.0006251202154260449,0.03914999999999913,11109.801832149524
2025-06-20 00:00:00,10391.5,10391.5,0.0,104690.65,0,0.0,0.03914999999999913,11106.40224513331
2025-06-21 00:00:00,10391.5,10391.5,0.0,103290.11,0,0.0,0.03914999999999913,10957.821499918358
2025-06-22 00:00:00,10391.5,10391.5,0.0,101532.57,0,0.0,0.03914999999999913,10771.368266388403
2025-06-23 00:00:00,10391.5,10391.5,0.0,100852.58,0,0.0,0.03914999999999913,10699.23006562143
2025-06-24 00:00:00,10391.5,10391.5,0.0,105511.62,0,0.0,0.03914999999999913,11193.497620075126
2025-06-25 00:00:00,10391.5,10391.5,0.0,105976.07,0,0.0,0.03914999999999913,11242.769566396686
2025-06-26 00:00:00,10391.5,10391.5,0.0,107238.53,0,0.0,0.03914999999999913,11376.70131073625
2025-06-27 00:00:00,10391.5,10391.5,0.0,106984.01,0,0.0,0.03914999999999913,11349.700061693386
2025-06-28 00:00:00,10391.5,10391.5,0.0,107078.92,0,0.0,0.03914999999999913,11359.768120826227
2025-06-29 00:00:00,10381.1,0.0,0.09672,107331.59,1,-0.001000817976230528,0.0381099999999992,11386.573315958783
2025-06-30 00:00:00,10473.63,10473.63,0.0,108396.62,0,0.008913313618017282,0.047362999999999156,11499.560108785943
2025-07-01 00:00:00,10473.63,10473.63,0.0,107132.8,0,0.0,0.047362999999999156,11365.484503632688
2025-07-02 00:00:00,10473.63,10473.63,0.0,105613.4,0,0.0,0.047362999999999156,11204.29474581724
2025-07-03 00:00:00,10473.63,10473.63,0.0,108824.44,0,0.0,0.047362999999999156,11544.947437582246
2025-07-04 00:00:00,10473.63,10473.63,0.0,109602.2,0,0.0,0.047362999999999156,11627.458360523788
2025-07-05 00:00:00,10473.63,10473.63,0.0,108040.89,0,0.0,0.047362999999999156,11461.822087521581
2025-07-06 00:00:00,10473.63,10473.63,0.0,108217.47,0,0.0,0.047362999999999156,11480.554708830214
2025-07-07 00:00:00,10473.63,10473.63,0.0,109215.2,0,0.0,0.047362999999999156,11586.401620942648
2025-07-08 00:00:00,10473.63,10473.63,0.0,108300.72,0,0.0,0.047362999999999156,11489.386334562943
2025-07-09 00:00:00,10473.63,10473.63,0.0,108953.19,0,0.0,0.047362999999999156,11558.605993907917
2025-07-10 00:00:00,10473.63,10473.63,0.0,111327.53,0,0.0,0.047362999999999156,11810.49439344938
2025-07-11 00:00:00,10463.16,0.0,0.090293,115879.65,1,-0.0009996534152915126,0.046315999999999136,12293.41882935572
2025-07-12 00:00:00,10615.88,0.0,0.090293,117571.03,1,0.014595972918315159,0.061587999999998866,12472.853085071747
2025-07-13 00:00:00,10602.15,0.0,0.090293,117418.96,1,-0.0012933454409808087,0.06021499999999902,12456.720560418185
2025-07-14 00:00:00,10755.52,0.0,0.090293,119117.56,1,0.014465933796447006,0.07555199999999918,12636.921238421728
2025-07-15 00:00:00,10820.18,0.0,0.090293,119833.67,1,0.006011796733212282,0.08201799999999904,12712.892611056828
2025-07-16 00:00:00,10625.55,0.0,0.090293,117678.19,1,-0.01798768597195255,0.0625549999999988,12484.222498492592
2025-07-17 00:00:00,10722.16,0.0,0.090293,118748.16,1,0.009092235225470757,0.07221599999999895,12597.733044121025
2025-07-18 00:00:00,10785.12,0.0,0.090293,119445.37,1,0.005871951174017287,0.07851199999999903,12671.697730072061
2025-07-19 00:00:00,10653.61,0.0,0.090293,117988.95,1,-0.012193651994599985,0.06536099999999911,12517.18946827003
2025-07-20 00:00:00,10645.73,0.0,0.090293,117901.63,1,-0.0007396553844191134,0.06457299999999888,12507.92587124431
2025-07-21 00:00:00,10576.93,10576.93,0.0,117256.92,0,-0.0064626850389779555,0.057692999999999106,12439.530448727573
2025-07-22 00:00:00,10566.35,0.0,0.08994,117482.47,1,-0.0010002902543554404,0.0566349999999991,12463.458444437834
2025-07-23 00:00:00,10788.8,0.0,0.08994,119955.8,1,0.021052681389505334,0.07887999999999895,12725.848186384399
2025-07-24 00:00:00,10669.47,0.0,0.08994,118629.06,1,-0.011060544268129857,0.06694699999999898,12585.0972581487
2025-07-25 00:00:00,10644.78,0.0,0.08994,118354.44,1,-0.0023140793310256758,0.06447799999999915,12555.96334757348
2025-07-26 00:00:00,10571.6,0.0,0.08994,117540.81,1,-0.006874731088852948,0.05715999999999921,12469.647458281665
2025-07-27 00:00:00,10598.65,10598.65,0.0,117959.54,0,0.002558742290665439,0.05986499999999917,12514.07003024926
2025-07-28 00:00:00,10598.65,10598.65,0.0,119418.91,0,0.0,0.05986499999999917,12668.891585070845
2025-07-29 00:00:00,10598.65,10598.65,0.0,118003.3,0,0.0,0.05986499999999917,12518.712398258967
2025-07-30 00:00:00,10598.65,10598.65,0.0,117853.31,0,0.0,0.05986499999999917,12502.799959443202
2025-07-31 00:00:00,10588.05,0.0,0.089856,117833.24,1,-0.0010001273747128892,0.05880499999999911,12500.670984020364
2025-08-01 00:00:00,10385.97,10385.97,0.0,115700.0,0,-0.019085667332511602,0.038596999999999104,12274.360380325013
2025-08-02 00:00:00,10385.97,10385.97,0.0,113234.61,0,0.0,0.038596999999999104,12012.811768723315
2025-08-03 00:00:00,10385.97,10385.97,0.0,112554.9,0,0.0,0.038596999999999104,11940.703582972465
2025-08-04 00:00:00,10385.97,10385.97,0.0,114199.11,0,0.0,0.038596999999999104,12115.133946282858
2025-08-05 00:00:00,10385.97,10385.97,0.0,115138.69,0,0.0,0.038596999999999104,12214.811559995762
2025-08-06 00:00:00,10385.97,10385.97,0.0,114128.35,0,0.0,0.038596999999999104,12107.627641893363
2025-08-07 00:00:00,10385.97,10385.97,0.0,115022.1,0,0.0,0.038596999999999104,12202.442743273956
2025-08-08 00:00:00,10385.97,10385.97,0.0,117463.47,0,0.0,0.038596999999999104,12461.443278097635
2025-08-09 00:00:00,10385.97,10385.97,0.0,116688.37,0,0.0,0.038596999999999104,12379.213777321454
2025-08-10 00:00:00,10385.97,10385.97,0.0,116510.08,0,0.0,0.038596999999999104,12360.300155369474
2025-08-11 00:00:00,10385.97,10385.97,0.0,119266.93,0,0.0,0.038596999999999104,12652.767416707678
2025-08-12 00:00:00,10385.97,10385.97,0.0,118773.8,0,0.0,0.038596999999999104,12600.452803821012
2025-08-13 00:00:00,10375.58,0.0,0.086318,120202.53,1,-0.001000388023458476,0.03755799999999909,12752.024203414325
2025-08-14 00:00:00,10665.48,0.0,0.086318,123560.99,1,0.02794060669379439,0.06654799999999894,13108.315755084468
2025-08-15 00:00:00,10220.48,0.0,0.086318,118405.6,1,-0.04172339172732964,0.022047999999998957,12561.39086633945
2025-08-16 00:00:00,10128.48,0.0,0.086318,117339.79,1,-0.00900153417452021,0.01284799999999886,12448.322060464114
2025-08-17 00:00:00,10142.41,0.0,0.086318,117501.22,1,0.0013753297632024264,0.014240999999998838,12465.44724683758
2025-08-18 00:00:00,10135.86,10135.86,0.0,117542.84,0,-0.0006458031177993817,0.013585999999998766,12469.862658147593
2025-08-19 00:00:00,10135.86,10135.86,0.0,116256.41,0,0.0,0.013585999999998766,12333.388735937078
2025-08-20 00:00:00,10125.72,0.0,0.089784,112778.34,1,-0.0010004084507877486,0.012571999999998695,11964.40811084815
2025-08-21 00:00:00,10247.81,10247.81,0.0,114252.4,0,0.012057414188818116,0.02478099999999861,12120.787141783348
2025-08-22 00:00:00,10247.81,10247.81,0.0,112414.4,0,0.0,0.02478099999999861,11925.797985261388
2025-08-23 00:00:00,10247.81,10247.81,0.0,116834.25,0,0.0,0.02478099999999861,12394.690170047927
2025-08-24 00:00:00,10237.56,0.0,0.088745,115359.98,1,-0.00100021370419634,0.023755999999998556,12238.288510743181
2025-08-25 00:00:00,10053.52,10053.52,0.0,113399.55,0,-0.017976939817690885,0.005351999999998691,12030.310247033269
2025-08-26 00:00:00,10053.52,10053.52,0.0,110185.35,0,0.0,0.005351999999998691,11689.323427018822
2025-08-27 00:00:00,10053.52,10053.52,0.0,111842.71,0,0.0,0.005351999999998691,11865.148655319384
2025-08-28 00:00:00,10053.52,10053.52,0.0,111216.08,0,0.0,0.005351999999998691,11798.671357818914
2025-08-29 00:00:00,10053.52,10053.52,0.0,112525.6,0,0.0,0.005351999999998691,11937.594688534991
2025-08-30 00:00:00,10053.52,10053.52,0.0,108480.31,0,0.0,0.005351999999998691,11508.438635441587
2025-08-31 00:00:00,10053.52,10053.52,0.0,108781.96,0,0.0,0.005351999999998691,11540.440089660879
2025-09-01 00:00:00,10053.52,10053.52,0.0,108253.36,0,0.0,0.005351999999998691,11484.362457637271
2025-09-02 00:00:00,10053.52,10053.52,0.0,109162.69,0,0.0,0.005351999999998691,11580.830722943901
2025-09-03 00:00:00,10053.52,10053.52,0.0,111190.18,0,0.0,0.005351999999998691,11795.923397219276
2025-09-04 00:00:00,10053.52,10053.52,0.0,111711.52,0,0.0,0.005351999999998691,11851.230972106856
2025-09-05 00:00:00,10053.52,10053.52,0.0,110724.74,0,0.0,0.005351999999998691,11746.545277978115
2025-09-06 00:00:00,10053.52,10053.52,0.0,110662.18,0,0.0,0.005351999999998691,11739.908928101417
2025-09-07 00:00:00,10053.52,10053.52,0.0,110209.19,0,0.0,0.005351999999998691,11691.851964912237
2025-09-08 00:00:00,10053.52,10053.52,0.0,111131.99,0,0.0,0.005351999999998691,11789.750177895912
2025-09-09 00:00:00,10053.52,10053.52,0.0,112025.13,0,0.0,0.005351999999998691,11884.501065898392
2025-09-10 00:00:00,10053.52,10053.52,0.0,111547.44,0,0.0,0.005351999999998691,11833.824060940067
2025-09-11 00:00:00,10053.52,10053.52,0.0,113975.32,0,0.0,0.005351999999998691,12091.39310915479
2025-09-12 00:00:00,10053.52,10053.52,0.0,115503.17,0,0.0,0.005351999999998691,12253.47849974828
2025-09-13 00:00:00,10053.52,10053.52,0.0,116160.14,0,0.0,0.005351999999998691,12323.175734032893
2025-09-14 00:00:00,10053.52,10053.52,0.0,115970.58,0,0.0,0.005351999999998691,12303.06588054841
2025-09-15 00:00:00,10053.52,10053.52,0.0,115373.56,0,0.0,0.005351999999998691,12239.72834429015
2025-09-16 00:00:00,10053.52,10053.52,0.0,115397.25,0,0.0,0.005351999999998691,12242.242325092971
2025-09-17 00:00:00,10053.52,10053.52,0.0,116762.85,0,0.0,0.005351999999998691,12387.115521786518
2025-09-18 00:00:00,10053.52,10053.52,0.0,116455.95,0,0.0,0.005351999999998691,12354.556831636168
2025-09-19 00:00:00,10053.52,10053.52,0.0,117145.5,0,0.0,0.005351999999998691,12427.709536276736
2025-09-20 00:00:00,10053.52,10053.52,0.0,115655.81,0,0.0,0.005351999999998691,12269.672150312088
2025-09-21 00:00:00,10053.52,10053.52,0.0,115715.52,0,0.0,0.005351999999998691,12276.006113020881
2025-09-22 00:00:00,10053.52,10053.52,0.0,115304.48,0,0.0,0.005351999999998691,12232.400268594994
2025-09-23 00:00:00,10053.52,10053.52,0.0,112696.74,0,0.0,0.005351999999998691,11955.750940106365
2025-09-24 00:00:00,10053.52,10053.52,0.0,112022.17,0,0.0,0.005351999999998691,11884.186738039965
2025-09-25 00:00:00,10053.52,10053.52,0.0,113320.57,0,0.0,0.005351999999998691,12021.931496408406
2025-09-26 00:00:00,10053.52,10053.52,0.0,108963.53,0,0.0,0.005351999999998691,11559.702757175399
2025-09-27 00:00:00,10053.52,10053.52,0.0,109710.21,0,0.0,0.005351999999998691,11638.916259016858
2025-09-28 00:00:00,10053.52,10053.52,0.0,109654.81,0,0.0,0.005351999999998691,11633.039149422293
2025-09-29 00:00:00,10053.52,10053.52,0.0,112142.57,0,0.0,0.005351999999998691,11896.960532954456
2025-09-30 00:00:00,10053.52,10053.52,0.0,114309.15,0,0.0,0.005351999999998691,12126.807928578906
2025-10-01 00:00:00,10053.52,10053.52,0.0,114024.23,0,0.0,0.005351999999998691,12096.581115261451
2025-10-02 00:00:00,10053.52,10053.52,0.0,118503.24,0,0.0,0.005351999999998691,12571.75020554357
2025-10-03 00:00:00,10043.47,0.0,0.083271,120611.72,1,-0.0009996498738751303,0.0043469999999985465,12795.433667321857
2025-10-04 00:00:00,10179.9,0.0,0.083271,122250.15,1,0.013583950566885772,0.017989999999998618,12969.25141701381
2025-10-05 00:00:00,10190.79,0.0,0.083271,122380.94,1,0.0010697551056495502,0.019078999999998736,12983.126134751681
2025-10-06 00:00:00,10274.21,10274.21,0.0,123506.19,0,0.008185822688917987,0.027420999999998585,13102.501247954126
2025-10-07 00:00:00,10263.94,0.0,0.082261,124773.51,1,-0.0009995902361348286,0.026393999999998696,13236.948778345703
2025-10-08 00:00:00,9996.2,0.0,0.082261,121518.76,1,-0.026085499330666395,-0.0003800000000012682,12891.659221083595
2025-10-09 00:00:00,10147.04,0.0,0.082261,123352.5,1,0.01508973409895753,0.014703999999998718,13086.19763815985
2025-10-10 00:00:00,10010.95,0.0,0.082261,121698.03,1,-0.013411792995789873,0.0010949999999987359,12910.67808557506
2025-10-11 00:00:00,9302.72,9302.72,0.0,113201.74,0,-0.0707455336406636,-0.06972800000000134,12009.325246498303
2025-10-12 00:00:00,9302.72,9302.72,0.0,110853.12,0,0.0,-0.06972800000000134,11760.164859312143
2025-10-13 00:00:00,9302.72,9302.72,0.0,115189.57,0,0.0,-0.06972800000000134,12220.2098737593
2025-10-14 00:00:00,9302.72,9302.72,0.0,115222.28,0,0.0,-0.06972800000000134,12223.6801713924
2025-10-15 00:00:00,9302.72,9302.72,0.0,113156.57,0,0.0,-0.06972800000000134,12004.533132287259
2025-10-16 00:00:00,9302.72,9302.72,0.0,110708.67,0,0.0,-0.06972800000000134,11744.840789603762
2025-10-17 00:00:00,9302.72,9302.72,0.0,108076.73,0,0.0,-0.06972800000000134,11465.623922610837
2025-10-18 00:00:00,9302.72,9302.72,0.0,106443.61,0,0.0,-0.06972800000000134,11292.37014444262
2025-10-19 00:00:00,9302.72,9302.72,0.0,107156.0,0,0.0,-0.06972800000000134,11367.94619386336
2025-10-20 00:00:00,9302.72,9302.72,0.0,108621.13,0,0.0,-0.06972800000000134,11523.378790428824
2025-10-21 00:00:00,9302.72,9302.72,0.0,110608.57,0,0.0,-0.06972800000000134,11734.221599305778
2025-10-22 00:00:00,9302.72,9302.72,0.0,108486.1,0,0.0,-0.06972800000000134,11509.053516252088
2025-10-23 00:00:00,9302.72,9302.72,0.0,107618.43,0,0.0,-0.06972800000000134,11417.003670546192
2025-10-24 00:00:00,9302.72,9302.72,0.0,110048.52,0,0.0,-0.06972800000000134,11674.806777233021
2025-10-25 00:00:00,9302.72,9302.72,0.0,110997.8,0,0.0,-0.06972800000000134,11775.514464613449
2025-10-26 00:00:00,9302.72,9302.72,0.0,111620.31,0,0.0,-0.06972800000000134,11841.554659687234
2025-10-27 00:00:00,9302.72,9302.72,0.0,114476.01,0,0.0,-0.06972800000000134,12144.509939019328
2025-10-28 00:00:00,9302.72,9302.72,0.0,114182.79,0,0.0,-0.06972800000000134,12113.403098497552
2025-10-29 00:00:00,9302.72,9302.72,0.0,112950.35,0,0.0,-0.06972800000000134,11982.65561773751
2025-10-30 00:00:00,9302.72,9302.72,0.0,110046.67,0,0.0,-0.06972800000000134,11674.610619321384
2025-10-31 00:00:00,9302.72,9302.72,0.0,108240.77,0,0.0,-0.06972800000000134,11483.026214079995
2025-11-01 00:00:00,9302.72,9302.72,0.0,109573.91,0,0.0,-0.06972800000000134,11624.456151458355
2025-11-02 00:00:00,9302.72,9302.72,0.0,110014.14,0,0.0,-0.06972800000000134,11671.159191191267
2025-11-03 00:00:00,9302.72,9302.72,0.0,110650.21,0,0.0,-0.06972800000000134,11738.638861340713
2025-11-04 00:00:00,9302.72,9302.72,0.0,106521.09,0,0.0,-0.06972800000000134,11300.589275413246
2025-11-05 00:00:00,9302.72,9302.72,0.0,101635.27,0,0.0,-0.06972800000000134,10782.26408304536
